,title,author,day,genre,story,score,platform
290,여우놀이,황혜진,금,"스토리, 드라마","평범하게만 살아온 박온유의 일상에 어느 날 찾아와 둘도 없는 베프가 된 예쁜 애 신채리. 두 사람은 서울 최상위 학군의 명문 고등학교 상목고에 진학하게 된 후, 모든 10대들의 워너비 상목고의 여우들 을 만나 아슬아슬한 여우놀이에 휘말리게 되는데 . 욕망을 품은 10대 소녀들의 사랑과 우정에 관한 이야기!",9.903,네이버 웹툰
291,역대급 영지 설계사,"문백경, 이현민 / 김현수",금,"스토리, 판타지","소설 속 귀족이 된 토목공학도 김수호. 그런데 뭐? 내 영지가 곧 망할 거라고? 그럼 살려야지. 설계하고, 건설하고, 분양해서. 전 대륙이 기다려온 특별한 기회! 퍼펙트한 교통, 최상의 학군, 쾌적한 숲세권, 원스톱 프리미엄 영지 라이프의 프론테라 남작령이 여러분을 기다립니다. 선착순 분양계약중!",9.697,네이버 웹툰
292,피와 나비,레민,금,"스토리, 판타지","어느 날 나타난 정체불명의 괴물 벌레 와, 그에 맞서는 힘을 가진 나비 의 아이들.",9.969,네이버 웹툰
293,로판 빙의 만화,싱난다,금,"스토리, 로맨스","읽던 소설 속 주인공이 된 고등학생 영희는 미래의 황후가 될 자신이 없어서 초장부터 원작 루트를 탈출하고 만다. 그렇게 옆나라에서 조용히 살던 어느 날, 우연히 자신과 똑같은 빙의자 철수를 만나게 되는데 . 한국에 돌아가고 싶은 이들은 원래의 세계로 돌아갈 계획을 세워보지만, 돈은 없다는 가장 큰 문제에 부딪힌다. 결국 그들은 만만한 음식 장사를 도전하게 되는데 ?!",9.97,네이버 웹툰
294,인피니티,2오,금,"스토리, 스포츠","축구선수가 공을 무서워한다?! 공만 오면 자동적으로 피하는 몸 때문에 괴로워하는 축구부 다민은 새로운 제안을 받는다. 야, 너 펜싱 해라! 인생 최대의 약점이 최대의 강점으로 인정받은 순간 다민은 새로운 세계에 발을 내딛는데... 귀족 스포츠 펜싱계에 말도 안 되는 천재 등장!",9.764,네이버 웹툰
295,후덜덜덜 남극전자,김민혁,금,"옴니버스, 개그","남극전자 출근 1일차, 신입사원 김정훈! 이직을 준비중입니다.",9.934,네이버 웹툰
296,닥터 프로스트 시즌 3~4,이종범,금,"스토리, 드라마",세상으로부터의 무력감. 엄습하는 두려움. 또다시 덧씌운 분노. 끝없는 혐오의 고리로 만들어진 지옥도가 펼쳐진 대한민국. 닥터프로스트와 그의 제자 윤성아가 거대한 음모를 막아선다.,9.977,네이버 웹툰
297,"주님, 악마가 되게 해주세요!",불사 / 용가리,금,"스토리, 개그","생활고의 마녀로 불리는 소녀, 백모란. 사실 그녀의 정체는 벌을 받아 인간으로 태어난 전직 악마다. 몇 번의 생을 되풀이해도 인간으로 태어나는 윤회의 굴레에서 벗어나고자 이번 생에는 전생들과는 다르게 착하고 인간다운 삶을 살고자 한다. 하지만 본성은 악하고, 세상은 그녀를 착하게 내버려두지 않는다. 과연 모란은 이번 생에 다시 악마로 돌아갈 수 있을까?",9.96,네이버 웹툰
298,거래,우남20,금,"스토리, 스릴러","고등학교 동창인 준성, 재효, 민우는 오랜만에 만나 술자리를 가진다. 얼마 후, 술에 취해 영 정신을 못차리는 민우를 재효의 자취방에서 재우다가 민우의 핸드폰으로 걸려 온 한 통의 전화를 받게된다. 그 후, 얼떨결에 민우의 납치범 행세를 하게된 재효와 준성! 그들은 과연 무사히 몸값을 받아낼 수 있을까?",9.721,네이버 웹툰
299,사람의 조각,신의철 / 천범식,금,"스토리, 스릴러","인간으로서의 의식은 돌아왔지만, 이미 육체는 썩어 죽어가는 치유된 좀비 들. 생존한 인간들을 사냥한 후, 온전한 신체를 이식받는 것만이 살아남을 수 있는 유일한 방법이다. 조각난 정신과 조각난 육체, 조각난 인간성 이미 깨져버린 사람의 조각 들만 남은 치유자들의 처절한 생존기!",9.94,네이버 웹툰
300,너의 미소가 함정,앵고,금,"스토리, 로맨스",살기 뿜뿜 살벌한 여자 차백합과 빛나는 외모를 가린 남자 안기유! 운명처럼 짝이 된 둘의 난감 빠방 스쿨 라이프!,9.986,네이버 웹툰
301,악몽일기,육공,금,"옴니버스, 스릴러","섬뜩한 악몽을 기록해둔 옴니버스식 공포 스릴러! 과연 이것은 악몽일까, 현실일까? 평범했던 주인공들의 삶이 기이한 악몽으로 변해간다.",9.78,네이버 웹툰
302,다름이 아니라,해미,금,"스토리, 드라마","어린 시절, 반 아이들에게 다름 의 초능력을 자랑하려다 거짓말쟁이로 몰리게 된 천수 . 그 후 동네를 떠났던 천수는 7년 만에 다시 돌아오게 되고 전학 간 학교에서 다름과 재회한다. 반가운 다름과 반대로 천수는 계속 다름을 피하기만 하는데... 넌 다름이 아니라 외계인이잖아!",9.7,네이버 웹툰
303,몽홀,장태산,금,"스토리, 시대극",차갑고 척박한 땅 몽홀 그 곳에서 펼쳐지는 감동의 대서사시,9.246,네이버 웹툰
304,태권보이,김우준,금,"스토리, 스포츠","성적도 장래희망도 애매모호, 뭐든 설렁설렁 대충이지만 알고 보면 태권도 고수인 주인공 김인 . 주변에서는 겨룰 자가 없을 만큼 출중한 실력을 자랑하지만 어쩐지 선수는 되려 하지는 않는다. 태권도는 사랑하지만 겨루기는 제기차기라고? 그런 인에게 운명처럼 찾아온 태권도계의 슈퍼루키 김민석과의 단 한 번의 겨루기. 이제 그들은 이기기 위해, 제대로 싸우기 위해 새로운 태권도 겨루기의 장에서 맞선다!",9.922,네이버 웹툰
305,도무지 그애는,게코,금,"스토리, 드라마","생계를 위해 아르바이트 전선에 뛰어들었으나 계속 거절만 당한 무지는 지푸라기라도 잡는 심정으로 오! 해피마트 시식 아르바이트를 시작한다. 낯선 환경에 주눅이 들지만, 거칠었던 그 곳의 첫인상이 조금씩 바뀌어 가는데.. 세상을 배워가는 수많은 그 애 들의 이야기",9.983,네이버 웹툰
306,킬러방 : 퍼스트 킬,김아가,금,"스토리, 액션","특수부대 출신이지만 평범한 회사원 방의강. 아내가 싸이코패스를 만나 간신히 도망친 사건을 계기로 범인을 잡겠다고 나서지만 오히려 그들에게 잡히고 만다. 하지만 범인들은 서로 싸우다 죽어버리고, 그 때 방의강의 앞에 한 남자가 나타나 킬러컴퍼니에 입사하라며 명함을 건네는데... 사고사 전문 성장형 킬러 방의강의 통쾌한 살인청부 스토리가 펼쳐진다.",9.634,네이버 웹툰
307,방과후 선녀,이윤후,금,"스토리, 드라마","인간의 믿음이 없으면, 우리는 존재할 수 없어. 신기를 타고났지만 신내림을 거부하며 살아온 소녀, 신선녀. 어느 날 그에게 두 신령이 찾아와 무당이 될 것을 요구한다. 예전과 같은 권능을 다시 되찾게 해준다면 소원을 한 가지 들어주겠다고 제안하는 신들. 선녀는 평화로운 방과 후를 보낼 수 있을까?",9.966,네이버 웹툰
308,아찔한 전남편,"별규, 기뭉 / 여백",금,"스토리, 로맨스","국민 여배우 하은설. 여배우 전성기 시절 남편과 첫눈에 반해서 결혼했고, 1년 만에 헤어졌다. 대한민국 톱배우였던 하은설의 입지는 바닥까지 추락했다. 하지만 하은설, 악착같이 일어나 재기에 성공했다! 그리고 4년 뒤, 그가 다시 나타났다. 전남편의 유혹에 넘어가지 않기 위한 은설의 힘겨운 사투! 과연 성공할 수 있을까?",9.89,네이버 웹툰
309,썸내일,봉수,금,"스토리, 드라마","연애 리얼리티 쇼 썸내일 에 출연한 이보배 와 오한주 . 두 사람의 러브라인은 연일 화제의 중심이었고, 프로그램 역시 절정의 인기를 끈 채 종영한다. 그러나 보배에게는 사실 진짜 남자 친구가 따로 있었고, 그 사실이 를 통해 퍼져 나간다.",9.96,네이버 웹툰
310,빨리감기,포르토 / 홍준기,금,"스토리, 스릴러",시간을 빨리감을 수 있는 명지는 하굣길에 시간을 빨리 감았다가 방금 죽어버린 친구를 앞에 둔 채 정신을 차린다. 영문을 몰라 당황하는 그녀의 앞에 누군가 나타나는데... 시간을 조종할 수 있는 또 다른 능력자들의 위협으로부터 명지는 자신과 주변을 지키기 위한 긴박한 싸움을 시작한다.,9.907,네이버 웹툰
311,팬시X팬시,인미,금,"스토리, 로맨스","어렸을 적부터 팬시 덕후로 살아온 한백지, 자신만의 팬시를 만들기 위해 팬시 디자이너가 되었다! 그러나 현실은 노답... 팬시 디자이너만 되면 좋아하는 건 뭐든 다 만들 것 같았는데. 현실과 타협하면서 점점 꿈을 잃어가는 백지는, 온스타그램에서 너무나 좋아하는 도토리라떼 의 그림을 보며 하루하루 힐링한다. 어느 날, 회사에 잘 생기고 일 못하는 신입 후배가 들어온다. 어쩌다 그가 바로 자신에게 늘 영감을 주었던 도토리라테 라는 걸 알고 놀라는 백지! 이제 드디어 그녀는 도토리라테 와 함께 새로운 도전을 하기 시작하는데...",9.948,네이버 웹툰
312,트럼프,이채은,금,"스토리, 판타지","사형 위기에 직면한 수배범 아버지와 세상 누구보다 존경하는 단장님 사이, 소년의 갈등이 시작된다. 트럼프 시즌4!",9.971,네이버 웹툰
313,백년게임,하람 / 지야,금,"스토리, 판타지","당신의 게임은 여기까지군요 백 년마다 열리는 소원 그 이상을 이뤄주는 대회, 최종 우승자는 단 한 명. 소년 한시준, 가족을 구하기 위해 모든 것을 걸고 치열한 전투에 뛰어든다.",9.799,네이버 웹툰
314,나쁜 쪽으로,오은 / 이세릴,금,"스토리, 드라마",학급 회비를 훔친 오해를 받는 선에게 마리는 책임을 묻는 대신 기묘한 제안을 한다. 그것은 구원의 손길이었을까 지상최대공모전 장려상 수상작! 나쁜 쪽으로,9.891,네이버 웹툰
315,꽃 피우는 남자,양하,금,"스토리, 로맨스",전남친에 대한 미련을 버리지 못하고 있는 대학생 한소이는 복잡한 마음을 정리하고 학업에 집중하려 한다. 학교 수업에 쓰기 위해 동네 어르신을 통해 화분을 얻는 소이. 그런데 사실 그 화분은 어떤 남자의 영혼이 갇혀있는 저주받은 화분이었다.,9.97,네이버 웹툰
316,구주의 시간,송극장,금,"스토리, 드라마","동생이 죽었다. 장례식이 끝난 뒤, 동생이 비밀 커뮤니티 어플을 통해 몰래 사람들을 만나고 다닌 기록을 발견한다. 어플 안의 모두가 용의자다.",9.968,네이버 웹툰
317,"행운을 빌어요, 용사님!",송현주,금,"스토리, 로맨스","전생에 무찌른 마왕이 현생의 직장 상사?! 마왕을 무찌른 용사의 기억을 가지고 다시 태어난 평범한 직장인 백영웅! 용사의 기억이 도움이 된 건 어릴 적 웹소설을 썼을 때뿐! 영웅은 현실에서 쓸모없는 전생의 기억을 아쉬워하며 가까스로 대기업인 대룡 의 대표 이사 비서실에 취직한다. 그런데 처음 만난 대표 이사 도연화에게 전생에서 경험한 적 있는 긴장감과 떨림을 느끼는데 ? 이건 마치, 아주 강한 마수를 마주했을 때와 같아 !! 전생 마왕, 대표 이사와 전생 용사, 말단 비서의 지독하게 얽힌 로맨스!",9.81,네이버 웹툰
318,"찬란하지 않아도 괜찮아, 새벽",까마중,금,"에피소드, 드라마","대학 졸업 후 3년, 스물일곱이 된 찬란 . 문화기자로 활동하며 오랜 연인 도래 와 연애를 이어나가고 있다. 모든 게 괜찮은 듯 보이지만, 불쑥불쑥 삶을 위협하는 상처의 조각들. 밤이 지나면 아침이 오는 줄 알았는데, 아직은 안개 낀 새벽을 지나야 한다. 여전히 찬란하지 않아도 사랑하고, 살아가는 찬란이의 일상 고백록.",9.978,네이버 웹툰
319,진짜 정말 맹세코 좋아해,개차반 / 잠괴물,금,"에피소드, 로맨스",내 눈 앞에서 사람을 죽인 정체모를 여자. 그녀가 오늘부터 나를 사랑 하겠다는데?! 약간은 무섭고 약간은 신경쓰이는 정체불명 그녀에게 사랑받는 구주오의 생존 일대기.,9.967,네이버 웹툰
320,합법해적 파르페,뼈피살,금,"스토리, 판타지",비범한 공주님 파르페의 신묘한 모험 판타지,9.96,네이버 웹툰
321,강림전기 개정기,철무장미 / 장군,금,"에피소드, 액션","얼굴 학력 성품 모든 것이 완벽한 전교 1등 우등생 하린. 그런 그의 옆자리를 차지한 괴상한 전학생이, 오늘부터 하린을 죽이겠다는데?! 무협 소설 강림전기 에서 튀어나온 악마, 최강림과의 파란만장 학교생활 판타지.",9.896,네이버 웹툰
322,매지컬 메디컬,지공,금,"스토리, 드라마",날 구하러 온 마법 세계 힐러,9.847,네이버 웹툰
323,도깨비 고개,이뫄,금,"옴니버스, 판타지","낙엽 사이의 붉은 보석과 여름 햇살로 사라진 친구. 꽃봉오리 속 비밀을 숨긴 이와 첫눈을 기다리던 남자. 이들이 원하는 건 나일까, 나를 죽이는 것일까. 뒤섞인 계절들로 이어지는 네 가지의 단편 이야기.",9.821,네이버 웹툰
324,호랑이형님,이상규,토,"스토리, 판타지",신비한 힘을 가진 아이를 이용하여 세상을 지배하려는 반인반수 흰눈썹! 그리고 얼떨결에 아이의 보호자가 된 괴물호랑이 빠르와 착호갑사 지망생 가우리! 이제 힘을 합쳐 흰눈썹으로부터 아이와 세상을 지켜라!!!,9.471,네이버 웹툰
325,프리드로우,전선욱,토,"스토리, 드라마",한태성을 중심으로 벌어지는 다양한 청춘들의 스펙타클한 학원 시트콤 드라마,9.683,네이버 웹툰
